[2026-07-06 20:53:57] Memory extraction started: total_records=30 output_root=/home/bowenzheng/projects/DimMemTest-test/DimMem/results/memories/run_baseline
[2026-07-06 20:53:57] [record 1/30] question_id=knowledge-update/031748ae_abs | start | done=0 failed=0 skipped=0
[2026-07-06 21:57:31] [record 6/30] question_id=multi-session/88432d0a_abs | record done | done=6/30 failed=0 skipped=0
[2026-07-06 21:57:31] [record 7/30] question_id=multi-session/51c32626 | start | done=6 failed=0 skipped=0
[2026-07-06 21:57:31] [record 7/30] question_id=multi-session/51c32626 | windows=20 | start extraction
[2026-07-06 21:57:31] [record 7/30] question_id=multi-session/51c32626 | window 1/20 (window_index=0) | start
[2026-07-06 21:57:31] [record 7/30] question_id=multi-session/51c32626 | window 1/20 | attempt 1/5
[2026-07-06 21:57:55] [record 7/30] question_id=multi-session/51c32626 | window 1/20 | done ok=True memories=10 elapsed=24.62s
[2026-07-06 21:57:55] [record 7/30] question_id=multi-session/51c32626 | window 2/20 (window_index=1) | start
[2026-07-06 21:57:55] [record 7/30] question_id=multi-session/51c32626 | window 2/20 | attempt 1/5
[2026-07-06 21:58:23] [record 7/30] question_id=multi-session/51c32626 | window 2/20 | done ok=True memories=3 elapsed=27.17s
[2026-07-06 21:58:23] [record 7/30] question_id=multi-session/51c32626 | window 3/20 (window_index=2) | start
[2026-07-06 21:58:23] [record 7/30] question_id=multi-session/51c32626 | window 3/20 | attempt 1/5
[2026-07-06 21:58:54] [record 7/30] question_id=multi-session/51c32626 | window 3/20 | done ok=True memories=9 elapsed=31.00s
[2026-07-06 21:58:54] [record 7/30] question_id=multi-session/51c32626 | window 4/20 (window_index=3) | start
[2026-07-06 21:58:54] [record 7/30] question_id=multi-session/51c32626 | window 4/20 | attempt 1/5
[2026-07-06 21:59:22] [record 7/30] question_id=multi-session/51c32626 | window 4/20 | done ok=True memories=14 elapsed=28.35s
[2026-07-06 21:59:22] [record 7/30] question_id=multi-session/51c32626 | window 5/20 (window_index=4) | start
[2026-07-06 21:59:22] [record 7/30] question_id=multi-session/51c32626 | window 5/20 | attempt 1/5
[2026-07-06 22:00:11] [record 7/30] question_id=multi-session/51c32626 | window 5/20 | done ok=True memories=4 elapsed=49.48s
[2026-07-06 22:00:11] [record 7/30] question_id=multi-session/51c32626 | window 6/20 (window_index=5) | start
[2026-07-06 22:00:11] [record 7/30] question_id=multi-session/51c32626 | window 6/20 | attempt 1/5
[2026-07-06 22:00:51] [record 7/30] question_id=multi-session/51c32626 | window 6/20 | done ok=True memories=4 elapsed=39.32s
[2026-07-06 22:00:51] [record 7/30] question_id=multi-session/51c32626 | window 7/20 (window_index=6) | start
[2026-07-06 22:00:51] [record 7/30] question_id=multi-session/51c32626 | window 7/20 | attempt 1/5
[2026-07-06 22:00:54] [record 7/30] question_id=multi-session/51c32626 | window 7/20 | done ok=True memories=0 elapsed=3.59s
[2026-07-06 22:00:54] [record 7/30] question_id=multi-session/51c32626 | window 8/20 (window_index=7) | start
[2026-07-06 22:00:54] [record 7/30] question_id=multi-session/51c32626 | window 8/20 | attempt 1/5
[2026-07-06 22:01:26] [record 7/30] question_id=multi-session/51c32626 | window 8/20 | done ok=True memories=4 elapsed=32.00s
[2026-07-06 22:01:26] [record 7/30] question_id=multi-session/51c32626 | window 9/20 (window_index=8) | start
[2026-07-06 22:01:26] [record 7/30] question_id=multi-session/51c32626 | window 9/20 | attempt 1/5
[2026-07-06 22:01:39] [record 7/30] question_id=multi-session/51c32626 | window 9/20 | done ok=True memories=3 elapsed=12.46s
[2026-07-06 22:01:39] [record 7/30] question_id=multi-session/51c32626 | window 10/20 (window_index=9) | start
[2026-07-06 22:01:39] [record 7/30] question_id=multi-session/51c32626 | window 10/20 | attempt 1/5
[2026-07-06 22:01:59] [record 7/30] question_id=multi-session/51c32626 | window 10/20 | done ok=True memories=12 elapsed=20.30s
[2026-07-06 22:01:59] [record 7/30] question_id=multi-session/51c32626 | window 11/20 (window_index=10) | start
[2026-07-06 22:01:59] [record 7/30] question_id=multi-session/51c32626 | window 11/20 | attempt 1/5
[2026-07-06 22:02:52] [record 7/30] question_id=multi-session/51c32626 | window 11/20 | done ok=True memories=14 elapsed=53.09s
[2026-07-06 22:02:52] [record 7/30] question_id=multi-session/51c32626 | window 12/20 (window_index=11) | start
[2026-07-06 22:02:52] [record 7/30] question_id=multi-session/51c32626 | window 12/20 | attempt 1/5
[2026-07-06 22:03:07] [record 7/30] question_id=multi-session/51c32626 | window 12/20 | done ok=True memories=3 elapsed=15.02s
[2026-07-06 22:03:07] [record 7/30] question_id=multi-session/51c32626 | window 13/20 (window_index=12) | start
[2026-07-06 22:03:07] [record 7/30] question_id=multi-session/51c32626 | window 13/20 | attempt 1/5
[2026-07-06 22:03:18] [record 7/30] question_id=multi-session/51c32626 | window 13/20 | done ok=True memories=2 elapsed=10.57s
[2026-07-06 22:03:18] [record 7/30] question_id=multi-session/51c32626 | window 14/20 (window_index=13) | start
[2026-07-06 22:03:18] [record 7/30] question_id=multi-session/51c32626 | window 14/20 | attempt 1/5
[2026-07-06 22:03:50] [record 7/30] question_id=multi-session/51c32626 | window 14/20 | done ok=True memories=13 elapsed=32.66s
[2026-07-06 22:03:50] [record 7/30] question_id=multi-session/51c32626 | window 15/20 (window_index=14) | start
[2026-07-06 22:03:50] [record 7/30] question_id=multi-session/51c32626 | window 15/20 | attempt 1/5
[2026-07-06 22:04:30] [record 7/30] question_id=multi-session/51c32626 | window 15/20 | done ok=True memories=17 elapsed=39.84s
[2026-07-06 22:04:30] [record 7/30] question_id=multi-session/51c32626 | window 16/20 (window_index=15) | start
[2026-07-06 22:04:30] [record 7/30] question_id=multi-session/51c32626 | window 16/20 | attempt 1/5
[2026-07-06 22:05:01] [record 7/30] question_id=multi-session/51c32626 | window 16/20 | done ok=True memories=7 elapsed=31.16s
[2026-07-06 22:05:01] [record 7/30] question_id=multi-session/51c32626 | window 17/20 (window_index=16) | start
[2026-07-06 22:05:01] [record 7/30] question_id=multi-session/51c32626 | window 17/20 | attempt 1/5
[2026-07-06 22:05:13] [record 7/30] question_id=multi-session/51c32626 | window 17/20 | done ok=True memories=1 elapsed=11.25s
[2026-07-06 22:05:13] [record 7/30] question_id=multi-session/51c32626 | window 18/20 (window_index=17) | start
[2026-07-06 22:05:13] [record 7/30] question_id=multi-session/51c32626 | window 18/20 | attempt 1/5
[2026-07-06 22:05:52] [record 7/30] question_id=multi-session/51c32626 | window 18/20 | done ok=True memories=6 elapsed=38.81s
[2026-07-06 22:05:52] [record 7/30] question_id=multi-session/51c32626 | window 19/20 (window_index=18) | start
[2026-07-06 22:05:52] [record 7/30] question_id=multi-session/51c32626 | window 19/20 | attempt 1/5
[2026-07-06 22:06:32] [record 7/30] question_id=multi-session/51c32626 | window 19/20 | done ok=True memories=12 elapsed=40.27s
[2026-07-06 22:06:32] [record 7/30] question_id=multi-session/51c32626 | window 20/20 (window_index=19) | start
[2026-07-06 22:06:32] [record 7/30] question_id=multi-session/51c32626 | window 20/20 | attempt 1/5
[2026-07-06 22:07:07] [record 7/30] question_id=multi-session/51c32626 | window 20/20 | done ok=True memories=9 elapsed=35.12s
[2026-07-06 22:07:07] [record 7/30] question_id=multi-session/51c32626 | finished | ok_windows=20/20 | total_memories=147
[2026-07-06 22:07:07] [record 7/30] question_id=multi-session/51c32626 | record done | done=7/30 failed=0 skipped=0
[2026-07-06 22:07:07] [record 8/30] question_id=multi-session/73d42213 | start | done=7 failed=0 skipped=0
[2026-07-06 22:07:07] [record 8/30] question_id=multi-session/73d42213 | windows=22 | start extraction
[2026-07-06 22:07:07] [record 8/30] question_id=multi-session/73d42213 | window 1/22 (window_index=0) | start
[2026-07-06 22:07:07] [record 8/30] question_id=multi-session/73d42213 | window 1/22 | attempt 1/5
[2026-07-06 22:07:42] [record 8/30] question_id=multi-session/73d42213 | window 1/22 | done ok=True memories=7 elapsed=34.64s
[2026-07-06 22:07:42] [record 8/30] question_id=multi-session/73d42213 | window 2/22 (window_index=1) | start
[2026-07-06 22:07:42] [record 8/30] question_id=multi-session/73d42213 | window 2/22 | attempt 1/5
[2026-07-06 22:08:05] [record 8/30] question_id=multi-session/73d42213 | window 2/22 | done ok=True memories=8 elapsed=22.96s
[2026-07-06 22:08:05] [record 8/30] question_id=multi-session/73d42213 | window 3/22 (window_index=2) | start
[2026-07-06 22:08:05] [record 8/30] question_id=multi-session/73d42213 | window 3/22 | attempt 1/5
[2026-07-06 22:08:39] [record 8/30] question_id=multi-session/73d42213 | window 3/22 | done ok=True memories=10 elapsed=34.27s
[2026-07-06 22:08:39] [record 8/30] question_id=multi-session/73d42213 | window 4/22 (window_index=3) | start
[2026-07-06 22:08:39] [record 8/30] question_id=multi-session/73d42213 | window 4/22 | attempt 1/5
[2026-07-06 22:09:17] [record 8/30] question_id=multi-session/73d42213 | window 4/22 | done ok=True memories=8 elapsed=38.24s
[2026-07-06 22:09:17] [record 8/30] question_id=multi-session/73d42213 | window 5/22 (window_index=4) | start
[2026-07-06 22:09:17] [record 8/30] question_id=multi-session/73d42213 | window 5/22 | attempt 1/5
[2026-07-06 22:09:50] [record 8/30] question_id=multi-session/73d42213 | window 5/22 | done ok=True memories=14 elapsed=33.07s
[2026-07-06 22:09:50] [record 8/30] question_id=multi-session/73d42213 | window 6/22 (window_index=5) | start
[2026-07-06 22:09:50] [record 8/30] question_id=multi-session/73d42213 | window 6/22 | attempt 1/5
[2026-07-06 22:10:18] [record 8/30] question_id=multi-session/73d42213 | window 6/22 | done ok=True memories=8 elapsed=27.65s
[2026-07-06 22:10:18] [record 8/30] question_id=multi-session/73d42213 | window 7/22 (window_index=6) | start
[2026-07-06 22:10:18] [record 8/30] question_id=multi-session/73d42213 | window 7/22 | attempt 1/5
[2026-07-06 22:10:40] [record 8/30] question_id=multi-session/73d42213 | window 7/22 | done ok=True memories=5 elapsed=22.49s
[2026-07-06 22:10:40] [record 8/30] question_id=multi-session/73d42213 | window 8/22 (window_index=7) | start
[2026-07-06 22:10:40] [record 8/30] question_id=multi-session/73d42213 | window 8/22 | attempt 1/5
[2026-07-06 22:11:01] [record 8/30] question_id=multi-session/73d42213 | window 8/22 | done ok=True memories=7 elapsed=20.51s
[2026-07-06 22:11:01] [record 8/30] question_id=multi-session/73d42213 | window 9/22 (window_index=8) | start
[2026-07-06 22:11:01] [record 8/30] question_id=multi-session/73d42213 | window 9/22 | attempt 1/5
[2026-07-06 22:11:21] [record 8/30] question_id=multi-session/73d42213 | window 9/22 | done ok=True memories=8 elapsed=20.08s
[2026-07-06 22:11:21] [record 8/30] question_id=multi-session/73d42213 | window 10/22 (window_index=9) | start
[2026-07-06 22:11:21] [record 8/30] question_id=multi-session/73d42213 | window 10/22 | attempt 1/5
[2026-07-06 22:11:37] [record 8/30] question_id=multi-session/73d42213 | window 10/22 | done ok=True memories=3 elapsed=15.88s
[2026-07-06 22:11:37] [record 8/30] question_id=multi-session/73d42213 | window 11/22 (window_index=10) | start
[2026-07-06 22:11:37] [record 8/30] question_id=multi-session/73d42213 | window 11/22 | attempt 1/5
[2026-07-06 22:12:04] [record 8/30] question_id=multi-session/73d42213 | window 11/22 | done ok=True memories=4 elapsed=27.45s
[2026-07-06 22:12:04] [record 8/30] question_id=multi-session/73d42213 | window 12/22 (window_index=11) | start
[2026-07-06 22:12:04] [record 8/30] question_id=multi-session/73d42213 | window 12/22 | attempt 1/5
[2026-07-06 22:12:34] [record 8/30] question_id=multi-session/73d42213 | window 12/22 | done ok=True memories=12 elapsed=29.87s
[2026-07-06 22:12:34] [record 8/30] question_id=multi-session/73d42213 | window 13/22 (window_index=12) | start
[2026-07-06 22:12:34] [record 8/30] question_id=multi-session/73d42213 | window 13/22 | attempt 1/5
[2026-07-06 22:13:03] [record 8/30] question_id=multi-session/73d42213 | window 13/22 | done ok=True memories=5 elapsed=28.67s
[2026-07-06 22:13:03] [record 8/30] question_id=multi-session/73d42213 | window 14/22 (window_index=13) | start
[2026-07-06 22:13:03] [record 8/30] question_id=multi-session/73d42213 | window 14/22 | attempt 1/5
[2026-07-06 22:13:34] [record 8/30] question_id=multi-session/73d42213 | window 14/22 | done ok=True memories=6 elapsed=31.45s
[2026-07-06 22:13:34] [record 8/30] question_id=multi-session/73d42213 | window 15/22 (window_index=14) | start
[2026-07-06 22:13:34] [record 8/30] question_id=multi-session/73d42213 | window 15/22 | attempt 1/5
[2026-07-06 22:14:09] [record 8/30] question_id=multi-session/73d42213 | window 15/22 | done ok=True memories=7 elapsed=34.65s
[2026-07-06 22:14:09] [record 8/30] question_id=multi-session/73d42213 | window 16/22 (window_index=15) | start
[2026-07-06 22:14:09] [record 8/30] question_id=multi-session/73d42213 | window 16/22 | attempt 1/5
[2026-07-06 22:14:38] [record 8/30] question_id=multi-session/73d42213 | window 16/22 | done ok=True memories=11 elapsed=29.02s
[2026-07-06 22:14:38] [record 8/30] question_id=multi-session/73d42213 | window 17/22 (window_index=16) | start
[2026-07-06 22:14:38] [record 8/30] question_id=multi-session/73d42213 | window 17/22 | attempt 1/5
[2026-07-06 22:15:01] [record 8/30] question_id=multi-session/73d42213 | window 17/22 | done ok=True memories=3 elapsed=22.75s
[2026-07-06 22:15:01] [record 8/30] question_id=multi-session/73d42213 | window 18/22 (window_index=17) | start
[2026-07-06 22:15:01] [record 8/30] question_id=multi-session/73d42213 | window 18/22 | attempt 1/5
[2026-07-06 22:15:26] [record 8/30] question_id=multi-session/73d42213 | window 18/22 | done ok=True memories=5 elapsed=25.11s
[2026-07-06 22:15:26] [record 8/30] question_id=multi-session/73d42213 | window 19/22 (window_index=18) | start
[2026-07-06 22:15:26] [record 8/30] question_id=multi-session/73d42213 | window 19/22 | attempt 1/5
[2026-07-06 22:15:46] [record 8/30] question_id=multi-session/73d42213 | window 19/22 | done ok=True memories=11 elapsed=19.94s
[2026-07-06 22:15:46] [record 8/30] question_id=multi-session/73d42213 | window 20/22 (window_index=19) | start
[2026-07-06 22:15:46] [record 8/30] question_id=multi-session/73d42213 | window 20/22 | attempt 1/5
[2026-07-06 22:16:02] [record 8/30] question_id=multi-session/73d42213 | window 20/22 | done ok=True memories=10 elapsed=16.76s
[2026-07-06 22:16:02] [record 8/30] question_id=multi-session/73d42213 | window 21/22 (window_index=20) | start
[2026-07-06 22:16:02] [record 8/30] question_id=multi-session/73d42213 | window 21/22 | attempt 1/5
[2026-07-06 22:16:20] [record 8/30] question_id=multi-session/73d42213 | window 21/22 | done ok=True memories=3 elapsed=18.07s
[2026-07-06 22:16:20] [record 8/30] question_id=multi-session/73d42213 | window 22/22 (window_index=21) | start
[2026-07-06 22:16:20] [record 8/30] question_id=multi-session/73d42213 | window 22/22 | attempt 1/5
[2026-07-06 22:16:24] [record 8/30] question_id=multi-session/73d42213 | window 22/22 | done ok=True memories=0 elapsed=3.62s
[2026-07-06 22:16:24] [record 8/30] question_id=multi-session/73d42213 | finished | ok_windows=22/22 | total_memories=155
[2026-07-06 22:16:24] [record 8/30] question_id=multi-session/73d42213 | record done | done=8/30 failed=0 skipped=0
[2026-07-06 22:16:24] [record 9/30] question_id=multi-session/bc149d6b | start | done=8 failed=0 skipped=0
[2026-07-06 22:16:24] [record 9/30] question_id=multi-session/bc149d6b | windows=19 | start extraction
[2026-07-06 22:16:24] [record 9/30] question_id=multi-session/bc149d6b | window 1/19 (window_index=0) | start
[2026-07-06 22:16:24] [record 9/30] question_id=multi-session/bc149d6b | window 1/19 | attempt 1/5
[2026-07-06 22:16:42] [record 9/30] question_id=multi-session/bc149d6b | window 1/19 | done ok=True memories=14 elapsed=18.17s
[2026-07-06 22:16:42] [record 9/30] question_id=multi-session/bc149d6b | window 2/19 (window_index=1) | start
[2026-07-06 22:16:42] [record 9/30] question_id=multi-session/bc149d6b | window 2/19 | attempt 1/5
[2026-07-06 22:17:16] [record 9/30] question_id=multi-session/bc149d6b | window 2/19 | done ok=True memories=5 elapsed=33.78s
[2026-07-06 22:17:16] [record 9/30] question_id=multi-session/bc149d6b | window 3/19 (window_index=2) | start
[2026-07-06 22:17:16] [record 9/30] question_id=multi-session/bc149d6b | window 3/19 | attempt 1/5
[2026-07-06 22:17:39] [record 9/30] question_id=multi-session/bc149d6b | window 3/19 | done ok=True memories=16 elapsed=22.98s
[2026-07-06 22:17:39] [record 9/30] question_id=multi-session/bc149d6b | window 4/19 (window_index=3) | start
[2026-07-06 22:17:39] [record 9/30] question_id=multi-session/bc149d6b | window 4/19 | attempt 1/5
[2026-07-06 22:18:05] [record 9/30] question_id=multi-session/bc149d6b | window 4/19 | done ok=True memories=6 elapsed=25.92s
[2026-07-06 22:18:05] [record 9/30] question_id=multi-session/bc149d6b | window 5/19 (window_index=4) | start
[2026-07-06 22:18:05] [record 9/30] question_id=multi-session/bc149d6b | window 5/19 | attempt 1/5
[2026-07-06 22:18:44] [record 9/30] question_id=multi-session/bc149d6b | window 5/19 | done ok=True memories=10 elapsed=38.76s
[2026-07-06 22:18:44] [record 9/30] question_id=multi-session/bc149d6b | window 6/19 (window_index=5) | start
[2026-07-06 22:18:44] [record 9/30] question_id=multi-session/bc149d6b | window 6/19 | attempt 1/5
[2026-07-06 22:19:08] [record 9/30] question_id=multi-session/bc149d6b | window 6/19 | done ok=True memories=4 elapsed=24.18s
[2026-07-06 22:19:08] [record 9/30] question_id=multi-session/bc149d6b | window 7/19 (window_index=6) | start
[2026-07-06 22:19:08] [record 9/30] question_id=multi-session/bc149d6b | window 7/19 | attempt 1/5
[2026-07-06 22:19:28] [record 9/30] question_id=multi-session/bc149d6b | window 7/19 | done ok=True memories=11 elapsed=20.27s
[2026-07-06 22:19:28] [record 9/30] question_id=multi-session/bc149d6b | window 8/19 (window_index=7) | start
[2026-07-06 22:19:28] [record 9/30] question_id=multi-session/bc149d6b | window 8/19 | attempt 1/5
[2026-07-06 22:19:57] [record 9/30] question_id=multi-session/bc149d6b | window 8/19 | done ok=True memories=5 elapsed=29.23s
[2026-07-06 22:19:57] [record 9/30] question_id=multi-session/bc149d6b | window 9/19 (window_index=8) | start
[2026-07-06 22:19:57] [record 9/30] question_id=multi-session/bc149d6b | window 9/19 | attempt 1/5
[2026-07-06 22:20:31] [record 9/30] question_id=multi-session/bc149d6b | window 9/19 | done ok=True memories=14 elapsed=33.93s
[2026-07-06 22:20:31] [record 9/30] question_id=multi-session/bc149d6b | window 10/19 (window_index=9) | start
[2026-07-06 22:20:31] [record 9/30] question_id=multi-session/bc149d6b | window 10/19 | attempt 1/5
[2026-07-06 22:20:51] [record 9/30] question_id=multi-session/bc149d6b | window 10/19 | done ok=True memories=4 elapsed=20.03s
[2026-07-06 22:20:51] [record 9/30] question_id=multi-session/bc149d6b | window 11/19 (window_index=10) | start
[2026-07-06 22:20:51] [record 9/30] question_id=multi-session/bc149d6b | window 11/19 | attempt 1/5
[2026-07-06 22:21:23] [record 9/30] question_id=multi-session/bc149d6b | window 11/19 | done ok=True memories=8 elapsed=31.66s
[2026-07-06 22:21:23] [record 9/30] question_id=multi-session/bc149d6b | window 12/19 (window_index=11) | start
[2026-07-06 22:21:23] [record 9/30] question_id=multi-session/bc149d6b | window 12/19 | attempt 1/5
[2026-07-06 22:21:57] [record 9/30] question_id=multi-session/bc149d6b | window 12/19 | done ok=True memories=13 elapsed=33.93s
[2026-07-06 22:21:57] [record 9/30] question_id=multi-session/bc149d6b | window 13/19 (window_index=12) | start
[2026-07-06 22:21:57] [record 9/30] question_id=multi-session/bc149d6b | window 13/19 | attempt 1/5
[2026-07-06 22:22:22] [record 9/30] question_id=multi-session/bc149d6b | window 13/19 | done ok=True memories=11 elapsed=24.53s
[2026-07-06 22:22:22] [record 9/30] question_id=multi-session/bc149d6b | window 14/19 (window_index=13) | start
[2026-07-06 22:22:22] [record 9/30] question_id=multi-session/bc149d6b | window 14/19 | attempt 1/5
[2026-07-06 22:22:54] [record 9/30] question_id=multi-session/bc149d6b | window 14/19 | done ok=True memories=8 elapsed=32.64s
[2026-07-06 22:22:54] [record 9/30] question_id=multi-session/bc149d6b | window 15/19 (window_index=14) | start
[2026-07-06 22:22:54] [record 9/30] question_id=multi-session/bc149d6b | window 15/19 | attempt 1/5
[2026-07-06 22:23:53] [record 9/30] question_id=multi-session/bc149d6b | window 15/19 | done ok=True memories=15 elapsed=59.16s
[2026-07-06 22:23:53] [record 9/30] question_id=multi-session/bc149d6b | window 16/19 (window_index=15) | start
[2026-07-06 22:23:53] [record 9/30] question_id=multi-session/bc149d6b | window 16/19 | attempt 1/5
[2026-07-06 22:24:32] [record 9/30] question_id=multi-session/bc149d6b | window 16/19 | done ok=True memories=4 elapsed=38.47s
[2026-07-06 22:24:32] [record 9/30] question_id=multi-session/bc149d6b | window 17/19 (window_index=16) | start
[2026-07-06 22:24:32] [record 9/30] question_id=multi-session/bc149d6b | window 17/19 | attempt 1/5
[2026-07-06 22:24:47] [record 9/30] question_id=multi-session/bc149d6b | window 17/19 | done ok=True memories=9 elapsed=15.67s
[2026-07-06 22:24:47] [record 9/30] question_id=multi-session/bc149d6b | window 18/19 (window_index=17) | start
[2026-07-06 22:24:47] [record 9/30] question_id=multi-session/bc149d6b | window 18/19 | attempt 1/5
[2026-07-06 22:25:03] [record 9/30] question_id=multi-session/bc149d6b | window 18/19 | done ok=True memories=5 elapsed=16.02s
[2026-07-06 22:25:03] [record 9/30] question_id=multi-session/bc149d6b | window 19/19 (window_index=18) | start
[2026-07-06 22:25:03] [record 9/30] question_id=multi-session/bc149d6b | window 19/19 | attempt 1/5
[2026-07-06 22:25:35] [record 9/30] question_id=multi-session/bc149d6b | window 19/19 | done ok=True memories=5 elapsed=31.79s
[2026-07-06 22:25:35] [record 9/30] question_id=multi-session/bc149d6b | finished | ok_windows=19/19 | total_memories=167
[2026-07-06 22:25:35] [record 9/30] question_id=multi-session/bc149d6b | record done | done=9/30 failed=0 skipped=0
[2026-07-06 22:25:35] [record 10/30] question_id=multi-session/a9f6b44c | start | done=9 failed=0 skipped=0
[2026-07-06 22:25:35] [record 10/30] question_id=multi-session/a9f6b44c | windows=20 | start extraction
[2026-07-06 22:25:35] [record 10/30] question_id=multi-session/a9f6b44c | window 1/20 (window_index=0) | start
[2026-07-06 22:25:35] [record 10/30] question_id=multi-session/a9f6b44c | window 1/20 | attempt 1/5
[2026-07-06 22:25:53] [record 10/30] question_id=multi-session/a9f6b44c | window 1/20 | done ok=True memories=8 elapsed=17.62s
[2026-07-06 22:25:53] [record 10/30] question_id=multi-session/a9f6b44c | window 2/20 (window_index=1) | start
[2026-07-06 22:25:53] [record 10/30] question_id=multi-session/a9f6b44c | window 2/20 | attempt 1/5
[2026-07-06 22:26:23] [record 10/30] question_id=multi-session/a9f6b44c | window 2/20 | done ok=True memories=10 elapsed=30.28s
[2026-07-06 22:26:23] [record 10/30] question_id=multi-session/a9f6b44c | window 3/20 (window_index=2) | start
[2026-07-06 22:26:23] [record 10/30] question_id=multi-session/a9f6b44c | window 3/20 | attempt 1/5
[2026-07-06 22:26:50] [record 10/30] question_id=multi-session/a9f6b44c | window 3/20 | done ok=True memories=13 elapsed=26.34s
[2026-07-06 22:26:50] [record 10/30] question_id=multi-session/a9f6b44c | window 4/20 (window_index=3) | start
[2026-07-06 22:26:50] [record 10/30] question_id=multi-session/a9f6b44c | window 4/20 | attempt 1/5
[2026-07-06 22:27:39] [record 10/30] question_id=multi-session/a9f6b44c | window 4/20 | done ok=True memories=13 elapsed=49.26s
[2026-07-06 22:27:39] [record 10/30] question_id=multi-session/a9f6b44c | window 5/20 (window_index=4) | start
[2026-07-06 22:27:39] [record 10/30] question_id=multi-session/a9f6b44c | window 5/20 | attempt 1/5
[2026-07-06 22:27:54] [record 10/30] question_id=multi-session/a9f6b44c | window 5/20 | done ok=True memories=9 elapsed=14.92s
[2026-07-06 22:27:54] [record 10/30] question_id=multi-session/a9f6b44c | window 6/20 (window_index=5) | start
[2026-07-06 22:27:54] [record 10/30] question_id=multi-session/a9f6b44c | window 6/20 | attempt 1/5
[2026-07-06 22:28:26] [record 10/30] question_id=multi-session/a9f6b44c | window 6/20 | done ok=True memories=11 elapsed=32.23s
[2026-07-06 22:28:26] [record 10/30] question_id=multi-session/a9f6b44c | window 7/20 (window_index=6) | start
[2026-07-06 22:28:26] [record 10/30] question_id=multi-session/a9f6b44c | window 7/20 | attempt 1/5
[2026-07-06 22:29:00] [record 10/30] question_id=multi-session/a9f6b44c | window 7/20 | done ok=True memories=13 elapsed=33.73s
[2026-07-06 22:29:00] [record 10/30] question_id=multi-session/a9f6b44c | window 8/20 (window_index=7) | start
[2026-07-06 22:29:00] [record 10/30] question_id=multi-session/a9f6b44c | window 8/20 | attempt 1/5
[2026-07-06 22:29:59] [record 10/30] question_id=multi-session/a9f6b44c | window 8/20 | done ok=True memories=11 elapsed=59.64s
[2026-07-06 22:29:59] [record 10/30] question_id=multi-session/a9f6b44c | window 9/20 (window_index=8) | start
[2026-07-06 22:29:59] [record 10/30] question_id=multi-session/a9f6b44c | window 9/20 | attempt 1/5
[2026-07-06 22:30:22] [record 10/30] question_id=multi-session/a9f6b44c | window 9/20 | done ok=True memories=16 elapsed=22.16s
[2026-07-06 22:30:22] [record 10/30] question_id=multi-session/a9f6b44c | window 10/20 (window_index=9) | start
[2026-07-06 22:30:22] [record 10/30] question_id=multi-session/a9f6b44c | window 10/20 | attempt 1/5
[2026-07-06 22:30:57] [record 10/30] question_id=multi-session/a9f6b44c | window 10/20 | done ok=True memories=10 elapsed=35.44s
[2026-07-06 22:30:57] [record 10/30] question_id=multi-session/a9f6b44c | window 11/20 (window_index=10) | start
[2026-07-06 22:30:57] [record 10/30] question_id=multi-session/a9f6b44c | window 11/20 | attempt 1/5
[2026-07-06 22:31:19] [record 10/30] question_id=multi-session/a9f6b44c | window 11/20 | done ok=True memories=8 elapsed=21.68s
[2026-07-06 22:31:19] [record 10/30] question_id=multi-session/a9f6b44c | window 12/20 (window_index=11) | start
[2026-07-06 22:31:19] [record 10/30] question_id=multi-session/a9f6b44c | window 12/20 | attempt 1/5
[2026-07-06 22:31:58] [record 10/30] question_id=multi-session/a9f6b44c | window 12/20 | done ok=True memories=14 elapsed=39.64s
[2026-07-06 22:31:58] [record 10/30] question_id=multi-session/a9f6b44c | window 13/20 (window_index=12) | start
[2026-07-06 22:31:58] [record 10/30] question_id=multi-session/a9f6b44c | window 13/20 | attempt 1/5
[2026-07-06 22:32:23] [record 10/30] question_id=multi-session/a9f6b44c | window 13/20 | done ok=True memories=5 elapsed=24.53s
[2026-07-06 22:32:23] [record 10/30] question_id=multi-session/a9f6b44c | window 14/20 (window_index=13) | start
[2026-07-06 22:32:23] [record 10/30] question_id=multi-session/a9f6b44c | window 14/20 | attempt 1/5
[2026-07-06 22:32:46] [record 10/30] question_id=multi-session/a9f6b44c | window 14/20 | done ok=True memories=7 elapsed=22.96s
[2026-07-06 22:32:46] [record 10/30] question_id=multi-session/a9f6b44c | window 15/20 (window_index=14) | start
[2026-07-06 22:32:46] [record 10/30] question_id=multi-session/a9f6b44c | window 15/20 | attempt 1/5
[2026-07-06 22:33:12] [record 10/30] question_id=multi-session/a9f6b44c | window 15/20 | done ok=True memories=5 elapsed=26.47s
[2026-07-06 22:33:12] [record 10/30] question_id=multi-session/a9f6b44c | window 16/20 (window_index=15) | start
[2026-07-06 22:33:12] [record 10/30] question_id=multi-session/a9f6b44c | window 16/20 | attempt 1/5
[2026-07-06 22:34:03] [record 10/30] question_id=multi-session/a9f6b44c | window 16/20 | done ok=True memories=7 elapsed=50.63s
[2026-07-06 22:34:03] [record 10/30] question_id=multi-session/a9f6b44c | window 17/20 (window_index=16) | start
[2026-07-06 22:34:03] [record 10/30] question_id=multi-session/a9f6b44c | window 17/20 | attempt 1/5
